t,initial_BPD_ec_conc,initial_BPD_ic_conc,degradation,Ternary,all_Ternary,Dmax,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,PROTAC,Kd_T_binary,kon_T_binary,kub,alpha
1.0,0.0005,0.0,85.22584268304175,0.2817774233192151,0.7271494571442857,364.99603903891835,3.40903370732167e-13,7.587211474892377e-16,1.1271096932768605e-15,2.9085978285771426e-15,3.745111336594997e-15,ACBI1,9.26,36000.0,100,184.20699693267144
1.0,0.0005,0.0,84.16501132623003,0.2876043259854475,0.7900421903873747,96.30218241876956,3.3666004530492015e-13,7.215041449002069e-16,1.1504173039417902e-15,3.1601687615494984e-15,3.6710353250711e-15,ACBI1,9.26,36000.0,100,222.29964825261933
1.0,0.0005,0.0,83.09920730491602,0.291710803602217,0.8487021087474046,29.41926418342211,3.323968292196641e-13,6.726322140309438e-16,1.166843214408868e-15,3.394808434989619e-15,3.601211358099482e-15,ACBI1,9.26,36000.0,100,268.26957952797244
1.0,0.0005,0.0,82.06099704624012,0.2944293691434083,0.9023589660647232,98.87943187468514,3.282439881849605e-13,6.160723206640664e-16,1.1777174765736331e-15,3.6094358642588925e-15,3.5367686680686614e-15,ACBI1,9.26,36000.0,100,323.74575428176433
1.0,0.0005,0.0,81.0762112087128,0.29608250107098905,0.9506223077138533,-203.30761464121863,3.2430484483485127e-13,5.555780707889765e-16,1.1843300042839561e-15,3.802489230855413e-15,3.4783643464299334e-15,ACBI1,9.26,36000.0,100,390.6939937054613
1.0,0.0005,0.0,80.1629998883565,0.2969552784224605,0.9934203586699722,99.44316200985696,3.20651999553426e-13,4.94337239945799e-16,1.187821113689842e-15,3.973681434679889e-15,3.4262434242679324e-15,ACBI1,9.26,36000.0,100,471.486636345739
1.0,0.0005,0.0,79.33216459501183,0.29728296279150984,1.030921693908841,-16.095104443099963,3.1732865838004733e-13,4.348125849257144e-16,1.1891318511660395e-15,4.123686775635365e-15,3.3803284292427568e-15,ACBI1,9.26,36000.0,100,568.9866029018293
1.0,0.0005,0.0,78.58825772039464,0.2972494012988883,1.0634576064964867,99.59782499635224,3.143530308815786e-13,3.7873157781932577e-16,1.1889976051955533e-15,4.253830425985947e-15,3.34031393109026e-15,ACBI1,9.26,36000.0,100,686.6488450042998
1.0,0.0005,0.0,77.93099745605352,0.2969918303274605,1.0914553577305264,99.87285032493813,3.117239898242141e-13,3.2716823381953565e-16,1.1879673213098421e-15,4.365821430922106e-15,3.3057511251855787e-15,ACBI1,9.26,36000.0,100,828.6427728546843
1.0,0.0005,0.0,77.35668206676094,0.29660856422583975,1.1153862121876656,-42.412944225620166,3.094267282670438e-13,2.8066753907553404e-16,1.186434256903359e-15,4.461544848750663e-15,3.2761157897389557e-15,ACBI1,9.26,36000.0,100,1000.0
1.0,0.0005,0.0,90.57918653763417,0.0006407042701126304,0.0006446261380117131,99.00000000600063,3.623167461505367e-13,7.153611956605554e-18,2.5628170804505212e-18,2.5785045520468523e-18,4.496930686807418e-15,ACBI1,9.26,36000.0,500,0.1
